Date,Factor_Q1,Factor_Q2,Factor_Q3,Factor_Q4,Factor_Q5,Log_Return_Q1,Log_Return_Q2,Log_Return_Q3,Log_Return_Q4,Log_Return_Q5,FM_Return,Factor
2012-12-31,-0.027317115254639583,-0.0033848891464804474,8.274988444939152e-05,0.0062074924959918155,0.020303641018512935,0.11290517678584869,0.04916980979202797,0.06502514119216635,0.06815805652474027,0.048061270785967565,0.06484390599988113,OperCashFlowToMarketCap_Change_66
2013-02-01,-0.04165057186139032,-0.011893017616058784,-0.00640370075005191,-0.0021815051911756368,0.00902238935169411,-0.013897892076864034,0.008581902355640672,0.010075692603701215,0.019201216061423047,0.003054475696710905,-0.01695236777357494,OperCashFlowToMarketCap_Change_66
2013-03-01,-0.1435900842703615,-0.01671620209874509,-0.005639818683612656,0.0008764436179172104,0.06735405855621719,0.020282490516779668,0.03942232202355415,0.006880086111743065,0.052030156291261904,0.040577325103447824,-0.020294834586668156,OperCashFlowToMarketCap_Change_66
2013-04-01,-0.13026751695525238,-0.016568577740055223,-0.0071875439516005946,-0.0005305014426813,0.06309269245386502,0.018366945306118404,0.0573619019198315,0.006849222365513831,0.021108653840303537,0.020238827916674633,-0.001871882610556229,OperCashFlowToMarketCap_Change_66
2013-05-01,-0.11514557542011625,-0.01513236955797941,-0.0040143002421523955,0.002743003529838252,0.06980068687326123,0.05855810629170667,0.05718962824029319,0.021273733948794553,0.0103910994764312,0.08513358662854321,-0.026575480336836543,OperCashFlowToMarketCap_Change_66
2013-05-31,-0.10374124825729551,-0.013028592709943894,-0.006123215061255255,-0.0002616584054891577,0.028547010901462427,-0.021347705749860335,0.007868184565954879,0.00697103110079014,-0.010635660276045964,0.012357886514481536,-0.033705592264341874,OperCashFlowToMarketCap_Change_66
2013-07-01,-0.027582763595459126,-0.006997927999914969,-0.002849160864913645,0.0005150317411880159,0.01148544272300813,0.05788893442279366,0.05102966171898434,0.0637596481437038,0.07598699252533947,0.0662817311583906,-0.008392796735596945,OperCashFlowToMarketCap_Change_66
2013-08-01,-0.03611093661197429,-0.009500208842584764,-0.005505579231721725,-0.001072712820408831,0.01055199764553998,-0.06004127362286508,-0.031655122847635275,-0.036487185964511615,-0.03086366856617151,-0.03950034175575484,-0.020540931867110236,OperCashFlowToMarketCap_Change_66
2013-08-30,-0.02290697177146163,-0.003391195676870158,0.00042735590916414504,0.004651208887189499,0.011844977150738175,0.07376477121336542,0.05803012210690241,0.04422809996255587,0.03336680342898408,0.028359784667213193,0.04540498654615222,OperCashFlowToMarketCap_Change_66
2013-10-01,-0.02687163464254515,-0.006907103162817447,-0.00229303332362977,0.0003789908138156421,0.00876927770455131,0.03850543377682209,0.02894789834653913,0.05357082308163148,0.040317772097987356,0.026276205830569683,0.012229227946252409,OperCashFlowToMarketCap_Change_66
